MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HousePrice
4.4904,25.8,6.03,1.82,648,1.76,37.6809,-121.2979,3.317
8.2239,38.2,7.25,1.95,639,3.7,32.9865,-115.3975,5.0
4.5933,23.3,5.83,1.63,2383,2.53,39.5823,-116.1707,3.0024
4.9235,15.8,4.94,1.5,290,2.49,37.3007,-119.0472,3.1539
3.8513,33.1,3.88,1.2,2755,2.76,38.6532,-122.9665,2.9037
4.0435,48.6,5.12,1.21,556,3.16,37.2751,-122.1063,3.1563
1.6522,48.7,3.89,1.58,1279,2.97,37.1722,-117.6065,2.4648
2.4642,21.1,4.16,1.36,3499,3.33,34.132,-120.3726,2.7433
6.7848,29.8,6.12,1.78,1560,2.2,35.1478,-115.768,4.3195
2.0013,14.9,3.88,1.27,842,2.55,34.0091,-114.6105,1.4143
3.1192,51.8,5.09,1.41,1604,2.93,34.3588,-116.0825,3.3679
6.7144,51.1,6.99,1.87,706,4.14,41.7433,-120.449,5.0
3.9858,35.5,5.54,1.37,590,2.93,33.9546,-116.2554,3.0231
4.0913,42.8,4.92,1.83,7051,3.65,35.0581,-120.7153,3.1608
3.1317,38.6,5.82,1.48,1867,3.02,38.1106,-122.5956,3.3781
5.2978,32.9,5.24,1.39,1442,2.71,38.2967,-123.9594,4.6128
5.9647,7.5,6.97,1.83,727,2.85,33.9628,-120.3657,3.6936
2.3937,26.4,5.38,1.77,260,2.9,40.0403,-115.0837,2.0388
1.736,36.7,4.43,1.39,238,3.36,39.9594,-121.8623,2.7314
1.2819,36.8,3.61,1.04,1169,3.82,34.7545,-122.1936,2.422
4.8022,22.5,5.46,1.78,1923,3.22,35.2423,-114.4078,3.3048
4.5234,49.3,6.54,1.92,1125,3.71,41.4109,-124.045,3.8795
11.493,12.9,8.76,2.33,2405,2.42,40.3439,-116.285,5.0
3.863,28.5,4.54,1.52,241,2.75,39.1291,-121.022,3.451
3.5101,37.5,4.79,1.82,748,2.57,33.2812,-123.9176,2.9551
4.2531,37.8,6.54,2.14,525,3.19,36.4735,-114.9384,3.4561
4.3727,35.5,5.93,1.58,911,2.78,37.8134,-122.8756,3.2337
3.3692,17.9,4.25,1.59,290,3.44,34.2804,-118.6719,2.9168
2.4358,12.3,4.21,1.4,3898,2.44,36.7582,-121.5046,2.2181
3.7555,34.9,4.76,1.53,503,3.03,38.2097,-123.635,3.2249
3.6822,33.2,4.64,1.17,3266,3.41,35.6101,-123.7908,3.1992
3.6512,13.4,5.97,1.67,866,1.76,39.919,-123.1213,3.1778
5.5849,38.1,5.25,1.43,5282,4.27,40.4843,-123.5721,4.4501
3.7203,26.4,6.52,1.93,1169,2.83,35.5743,-116.5423,3.2916
1.7563,36.4,4.72,1.6,3405,1.78,40.4672,-119.3472,2.406
2.648,44.4,5.46,1.28,206,3.09,33.484,-120.8025,3.2135
3.3474,13.0,4.64,1.42,1855,3.02,40.4584,-120.0326,2.9229
3.8123,5.9,5.17,1.7,3000,2.95,33.9511,-114.8247,2.4444
4.8543,41.6,4.77,1.43,381,3.59,33.2878,-115.0103,3.5241
3.828,33.7,4.88,1.58,321,3.45,38.5969,-117.0001,3.1392
1.1801,37.9,4.1,1.37,863,3.18,36.9834,-115.2762,2.1838
1.8667,44.4,5.16,1.58,3456,3.27,41.125,-121.0396,2.5386
5.0255,42.7,5.13,1.49,1138,2.94,35.9503,-120.4127,3.7723
3.2997,50.2,4.69,1.25,1100,4.07,35.2279,-118.0401,3.8308
4.0003,30.2,5.28,1.39,383,2.11,37.257,-117.939,3.636
3.0839,28.0,3.73,1.35,201,3.08,36.8315,-119.3867,2.5003
2.6422,23.9,5.06,1.51,2194,3.04,35.7721,-120.2133,2.7832
3.1431,12.2,4.31,1.34,310,3.49,39.0905,-114.241,2.5157
4.0251,31.9,5.26,1.49,1406,2.49,39.7158,-115.9245,3.4268
3.706,18.0,4.86,1.43,3153,1.95,40.6033,-119.8632,3.0893
5.9447,48.3,5.94,1.84,481,3.09,41.7421,-116.8816,4.8582
1.5831,32.4,3.94,1.24,1513,3.17,35.0332,-121.5505,2.3458
1.6993,32.9,3.85,1.07,298,3.89,39.3029,-123.2783,2.392
3.2795,21.7,4.67,1.55,1311,2.24,36.2455,-120.7052,3.224
4.8826,7.4,5.35,1.54,415,3.69,38.9323,-120.1897,3.4532
5.4301,6.5,6.51,1.81,1798,4.42,37.0218,-124.1313,3.7328
2.698,24.9,5.94,1.93,630,2.77,41.9408,-115.9891,2.8203
0.8346,9.0,3.61,1.22,947,2.23,39.4246,-120.6362,1.61
2.7445,33.5,5.44,1.63,1298,2.76,41.5487,-118.3797,2.8888
4.5308,46.4,4.61,1.24,425,3.01,40.4322,-123.5456,3.7161
3.6701,46.5,5.33,1.53,1824,3.34,41.0776,-122.515,3.2826
4.9747,36.0,5.11,1.61,633,2.65,40.237,-115.2251,3.3804
6.6641,14.9,5.82,1.43,1503,3.93,36.862,-118.0914,3.6521
3.3993,45.6,4.45,1.42,407,2.33,34.892,-114.6071,2.7527
2.9076,46.6,5.7,1.65,1598,1.96,36.018,-114.1127,2.8965
2.2604,14.2,5.12,1.53,365,3.66,32.6922,-120.507,2.2772
1.6942,39.7,4.21,1.5,865,1.64,37.4779,-121.2522,2.4079
1.4652,18.5,2.65,1.08,541,2.88,37.298,-115.5448,0.9425
2.5598,42.7,4.38,1.6,1856,4.87,37.4899,-114.1142,3.1088
6.201,51.9,6.96,1.74,565,2.99,41.7533,-117.8777,5.0
5.2208,6.4,6.27,1.77,2762,2.33,41.1588,-116.1896,3.6485
2.836,47.2,3.23,1.16,2869,2.97,34.0363,-116.3262,3.3911
10.0623,34.3,8.33,2.0,462,2.97,36.0044,-120.6755,5.0
2.6538,50.7,4.54,1.55,1342,3.1,36.5276,-118.4424,3.5853
6.9887,26.9,7.62,2.37,310,3.4,35.9251,-115.8028,4.1719
7.8389,44.8,5.95,1.69,796,2.38,40.0857,-117.2812,5.0
4.6886,7.9,5.68,1.71,1699,4.01,37.4784,-124.0841,2.919
2.5472,20.8,4.64,1.44,1493,3.15,37.9349,-120.8656,2.5446
3.0362,8.1,5.5,1.49,1376,3.44,40.6036,-122.8263,2.8599
4.0757,50.8,6.0,1.43,598,2.62,40.1563,-121.9237,3.8029
1.7195,43.4,4.5,1.29,770,3.77,33.756,-115.064,2.5089
2.1487,45.1,3.65,1.02,330,2.85,39.2822,-123.9237,2.867
2.0557,49.1,2.71,1.3,1723,3.17,36.6366,-122.058,2.4319
4.871,9.0,5.61,1.6,1041,2.44,35.2992,-121.1424,3.2027
6.6312,23.1,7.78,2.0,1680,2.4,32.9752,-118.0078,4.638
5.3257,8.3,7.31,2.1,544,3.41,37.1289,-118.8522,3.4039
6.0756,14.9,7.21,1.77,671,2.73,35.8766,-122.0737,4.4711
2.4343,15.8,4.8,1.35,688,2.49,34.8894,-122.6247,2.8973
3.1084,27.0,5.17,1.54,231,2.61,39.0994,-121.8847,2.4228
3.2332,17.6,4.5,1.55,701,3.42,39.8101,-119.1742,3.1514
4.6791,9.7,5.7,1.72,2151,2.62,34.8255,-121.534,4.0276
2.5974,12.9,5.89,1.72,2931,2.93,32.9698,-114.6345,2.3105
5.8843,11.9,5.78,1.67,1076,3.01,40.5632,-119.5686,4.1251
7.7268,50.7,8.93,2.35,929,1.85,32.5946,-123.7003,5.0
4.8019,40.7,5.62,1.65,238,2.12,41.4026,-116.8615,3.7723
3.0368,50.5,5.88,1.52,2736,3.2,38.4624,-120.9458,3.3358
2.3211,25.7,3.27,1.16,216,2.56,35.5575,-117.6344,1.8668
2.0582,18.1,4.7,1.28,3675,3.63,34.8415,-121.4481,2.2479
1.1864,42.5,3.12,1.14,1006,3.58,32.5856,-118.4784,2.1761
3.2857,20.3,3.84,1.2,702,3.43,34.737,-116.424,2.7792
3.1876,19.1,5.09,1.9,3296,4.09,33.8084,-114.8343,2.8314
5.6997,15.9,7.23,1.94,230,2.95,38.3156,-121.6365,3.7656
2.688,11.1,3.94,1.08,1245,3.39,34.0822,-120.8845,2.1478
3.3836,17.1,3.83,1.25,1155,2.65,37.522,-119.5645,3.4228
4.2863,21.7,5.5,1.68,497,4.47,38.1061,-114.8428,3.0777
4.7618,36.7,5.79,1.91,872,4.19,35.3314,-115.1059,3.5924
5.3669,7.9,6.66,1.74,1468,3.01,32.8331,-123.3832,3.6338
4.068,14.9,6.2,1.5,1759,3.23,32.8539,-122.9543,2.8765
1.7721,43.0,4.02,1.43,201,3.82,32.7503,-119.2458,2.9136
4.5489,11.9,7.21,1.74,3515,2.91,39.5217,-123.2125,3.3248
2.5858,21.1,4.73,1.38,416,2.61,35.5211,-120.7751,2.1686
6.7915,45.6,6.8,1.82,519,3.52,40.0649,-122.7865,4.7956
3.7419,12.3,3.96,1.28,567,3.05,36.6015,-117.8124,2.0708
4.1953,8.9,5.31,1.66,246,3.11,36.8035,-114.6151,2.684
11.985,27.8,9.92,2.38,358,2.5,37.3724,-114.1333,5.0
5.4149,19.2,7.02,1.86,5353,1.97,39.2738,-120.4725,4.0906
4.5065,31.5,6.07,1.71,654,3.14,35.0983,-118.1901,3.2684
3.4363,42.8,4.12,1.35,347,3.54,33.6551,-115.5661,3.2792
1.8505,11.4,4.25,1.36,336,2.86,37.7825,-123.1019,2.6674
3.3076,32.3,5.52,1.67,1725,3.86,35.6063,-117.2664,3.1764
2.3059,28.8,5.61,1.75,2514,2.58,36.7037,-120.1298,2.5002
8.2145,11.8,8.64,2.29,556,2.37,38.646,-122.1973,5.0
4.5374,34.3,6.33,1.83,225,2.96,37.1942,-120.1919,3.1584
6.6643,17.9,7.05,1.67,503,2.95,38.3926,-123.5252,4.4758
2.6476,27.9,4.9,1.49,270,3.46,37.6699,-117.2068,2.3031
2.3952,8.9,5.44,1.66,331,2.54,39.5281,-121.722,2.6982
5.1459,26.6,5.02,1.61,878,3.82,39.2064,-121.1237,4.6592
2.2569,19.4,4.07,1.21,514,4.18,37.5748,-123.065,2.5753
2.917,43.7,4.13,1.23,1071,2.98,38.9496,-115.4805,2.1852
8.4173,7.7,8.35,2.08,551,3.75,40.7988,-119.2669,4.951
2.979,24.7,5.77,1.73,3587,2.37,36.6066,-118.4641,2.7888
1.6476,26.5,3.51,1.36,3037,3.65,36.4212,-118.4918,2.0404
1.3411,39.1,1.89,0.82,1204,3.63,39.7603,-120.113,1.8635
1.5447,32.0,3.6,1.36,725,3.52,38.0343,-122.3362,2.34
6.8666,36.4,7.85,2.09,776,2.99,33.1746,-116.6996,4.1774
2.7358,41.5,5.07,1.5,837,1.23,40.9751,-123.004,2.8459
11.7864,45.5,10.41,2.55,1760,2.61,32.7924,-123.2405,5.0
7.773,19.8,7.44,2.1,921,2.62,39.6098,-117.0565,4.5061
9.4606,30.3,7.65,2.08,2532,2.41,39.7085,-122.1699,5.0
6.1555,44.5,7.11,2.26,3661,3.07,41.5546,-121.1709,4.1286
5.0072,51.5,5.34,1.44,691,2.75,33.0143,-119.4527,4.5983
2.3495,46.8,6.16,1.81,1187,2.51,38.1701,-119.7166,2.681
3.6934,22.5,5.67,1.56,320,2.36,36.5645,-117.0725,2.9583
5.2678,14.2,5.7,1.51,468,2.57,35.641,-117.941,3.6899
5.9608,28.0,6.09,1.72,840,3.67,33.358,-117.7272,3.7921
1.9436,39.9,4.09,1.34,477,2.6,37.8452,-117.0166,2.5085
3.3353,28.2,4.81,1.9,2710,2.69,37.0509,-121.3154,3.1629
3.5407,27.7,6.02,1.68,407,2.73,33.4933,-121.0122,3.4496
3.4673,44.4,5.23,1.38,930,3.2,38.3187,-119.8324,3.5934
2.0834,22.0,3.66,1.27,1317,3.27,39.5106,-121.1639,2.272
8.8818,45.4,9.84,2.16,1613,1.2,39.7891,-114.2536,5.0
3.2764,24.1,5.01,1.49,780,3.61,41.101,-115.9967,3.6579
2.1641,20.4,4.91,1.49,2640,3.86,36.39,-122.6205,2.6957
8.9959,26.3,7.91,2.2,1208,2.37,41.5542,-124.2429,5.0
7.7768,40.8,7.96,2.24,895,2.42,40.7216,-123.8636,5.0
3.9841,10.9,5.64,1.55,284,2.73,35.3168,-121.8106,2.9692
1.335,14.2,2.29,0.94,950,2.55,34.0132,-123.1342,1.7466
2.8709,49.7,6.33,1.65,2263,3.13,36.6362,-118.86,2.7033
1.4819,13.2,4.92,1.32,1344,1.83,36.318,-115.5484,1.7276
4.8156,31.7,5.57,1.66,2342,2.33,37.9693,-116.7851,4.2475
2.7655,32.2,3.78,1.06,1017,3.92,38.0422,-122.1008,2.9732
3.6464,28.0,5.47,1.53,351,2.44,39.6249,-120.2271,2.365
8.5807,35.3,8.22,1.99,216,3.75,37.344,-119.1195,5.0
2.659,15.8,4.88,1.56,634,3.21,33.4958,-116.0359,2.6875
4.7093,31.0,5.98,1.97,1637,1.91,40.6538,-115.741,3.5028
5.4482,22.5,6.67,1.64,2074,3.38,35.4428,-115.0209,3.9413
6.7567,36.1,8.21,1.86,621,2.93,41.7273,-119.1057,4.5504
3.5077,11.6,5.56,1.59,1021,2.73,33.6197,-117.2184,2.5377
3.3172,31.8,4.15,1.33,856,3.15,41.6034,-123.1596,3.6745
3.2764,13.7,6.06,1.74,834,3.28,33.3646,-118.5341,2.5891
4.4752,18.1,7.0,1.83,516,3.42,34.6948,-121.7633,2.7943
7.6068,15.3,10.09,2.49,376,3.71,32.9425,-119.8965,4.8144
3.1976,13.6,4.02,1.36,463,3.24,39.1986,-117.8327,2.5829
0.9125,43.8,3.74,1.4,268,2.17,40.5778,-121.6787,2.6885
5.7638,18.4,4.79,1.17,465,2.72,36.6237,-123.7677,3.9849
3.8331,48.6,5.74,1.59,211,4.77,41.321,-124.1956,3.5581
4.8212,50.6,5.45,1.62,1384,3.43,38.1078,-124.074,4.454
1.5108,31.8,5.45,1.45,656,4.42,38.4851,-124.2148,2.4538
2.7712,11.7,4.04,1.57,4541,3.84,40.5315,-123.1744,2.2138
5.5224,22.6,4.96,1.4,458,3.15,35.3196,-121.8572,4.247
1.8177,42.5,3.71,1.24,709,3.18,35.8655,-122.0435,2.5711
4.7038,22.3,4.24,1.43,732,2.98,41.1065,-114.2347,3.3238
3.6307,9.1,5.78,1.57,210,1.96,41.0592,-121.1787,3.1115
2.4656,31.2,2.83,0.8,2393,3.01,41.7766,-123.0003,2.3018
2.3604,44.7,4.44,1.32,239,3.73,41.0675,-118.7353,2.626
2.0936,42.4,2.59,1.17,3580,2.64,33.71,-115.5488,2.259
3.8224,13.2,5.04,1.46,2872,3.25,40.3254,-117.3838,2.8366
4.0584,36.6,6.75,1.72,1120,3.51,36.3935,-121.28,3.9864
3.0333,15.4,5.11,1.66,1141,2.45,41.9126,-118.5715,2.8106
2.0253,15.3,3.52,1.16,1473,2.73,36.9867,-117.0085,2.3442
4.634,46.1,5.76,1.57,787,2.39,37.7614,-116.8733,3.8026
5.8183,16.7,6.51,1.82,1450,2.51,37.5329,-117.5013,4.2701
5.0731,17.4,6.42,1.9,255,2.23,35.5565,-115.4177,3.6586
9.6622,5.0,7.7,2.4,267,2.46,33.2127,-115.4249,5.0
3.3548,45.9,5.49,1.72,933,3.85,41.0087,-118.3948,3.2754
7.221,42.3,5.17,1.71,1157,2.45,40.1254,-119.9155,4.5695
2.5937,34.5,4.05,1.23,2825,3.08,33.8255,-117.756,2.7062
2.3755,40.3,4.03,1.15,333,2.7,39.8793,-115.9542,2.6443
3.9465,12.1,5.87,1.68,2276,3.71,38.4455,-124.2423,2.9821
8.0563,26.5,7.85,2.09,483,3.79,36.3869,-114.1816,5.0
3.1616,21.5,3.77,1.09,801,3.52,34.9132,-122.4345,2.3046
1.5102,9.4,3.12,1.1,657,3.18,40.6674,-119.5035,1.7101
5.7612,27.8,6.62,1.88,813,2.86,39.1518,-115.4053,4.3767
3.5499,48.3,5.07,1.57,396,2.28,37.7035,-122.0046,3.5974
4.3219,6.9,5.13,1.6,1040,4.17,38.2909,-119.4367,3.0234
2.4413,18.7,4.08,1.36,2141,2.54,33.3651,-122.9477,2.4932
3.9271,14.8,5.91,1.61,899,3.4,37.0022,-120.2702,3.1505
1.628,16.2,3.56,1.14,1009,3.64,34.3402,-122.4932,1.4501
8.9535,47.7,8.3,1.98,2467,2.67,34.4796,-120.591,5.0
6.3173,27.0,8.53,2.47,1669,3.62,38.7824,-120.4907,5.0
3.8348,26.9,4.16,1.33,1009,3.46,41.1569,-114.1697,2.7695
5.6789,40.7,4.93,1.45,558,4.04,36.3357,-114.1529,3.8151
2.5973,12.3,5.19,1.4,2795,2.72,34.4736,-123.1292,2.2789
6.1724,27.9,6.16,2.17,1233,2.23,38.6631,-116.8951,4.161
3.0878,25.2,4.6,1.26,500,2.7,40.7763,-123.7722,2.8167
2.9724,33.1,4.16,1.27,576,3.13,39.609,-123.992,3.1893
2.1695,52.0,4.09,1.38,2150,3.03,40.7532,-123.2256,2.9958
4.6039,41.2,7.04,2.0,254,2.76,37.5973,-114.452,3.9851
3.7477,23.7,5.89,1.82,6008,1.85,39.6428,-114.7032,2.6115
7.3418,43.9,8.09,2.39,368,3.28,33.8306,-122.3219,4.9886
2.037,13.0,3.09,1.19,2108,4.18,35.8086,-122.6509,1.9755
4.6148,6.4,4.85,1.31,803,3.28,36.2007,-121.8465,3.3787
6.6363,14.6,4.71,1.4,1013,3.37,37.3573,-119.0414,3.8289
11.9294,21.0,9.51,2.45,2751,3.34,41.3262,-118.489,5.0
4.0962,29.0,6.22,2.05,839,3.24,40.8058,-122.0397,3.9267
3.0566,33.9,5.25,1.34,1125,3.56,33.778,-116.5824,2.4373
4.0416,47.8,5.25,1.73,261,3.24,34.1415,-121.1426,3.3884
7.0386,29.0,7.21,1.97,203,2.81,35.8976,-114.8943,4.3607
7.0371,28.6,6.67,1.96,537,2.52,35.2621,-117.6014,5.0
3.4742,7.4,5.25,1.53,1570,2.85,38.3403,-119.8492,2.6091
6.9738,6.6,7.8,1.93,355,3.19,41.0764,-116.2429,4.9471
3.6554,30.9,3.9,1.39,345,2.81,41.6418,-115.9573,2.6202
5.6461,25.6,6.63,1.92,835,3.19,38.7092,-121.3371,3.743
4.8954,44.4,6.68,1.98,1452,3.26,40.4625,-120.8349,3.8226
2.9921,12.6,4.46,1.39,1694,3.5,37.4894,-114.7533,2.085
2.2114,6.2,4.89,1.39,436,3.77,34.4791,-122.6196,2.0879
6.7268,26.1,9.29,2.12,300,3.05,37.4845,-123.8701,4.5735
7.7027,16.2,7.54,2.13,3584,2.22,37.7733,-119.6686,4.5026
4.5581,7.3,6.05,1.77,562,2.79,39.5533,-116.1277,3.6071
3.6528,39.1,4.6,1.28,2504,3.03,34.5889,-116.429,3.4962
1.901,10.2,4.29,1.28,2590,1.9,35.9989,-114.9208,2.2333
6.6372,33.6,7.35,1.9,1977,3.83,35.9583,-118.8614,4.6901
4.2878,18.2,5.73,1.42,422,3.09,41.6147,-123.2793,3.5224
3.219,13.2,4.12,1.2,2270,3.23,36.7175,-118.2954,2.3832
5.7291,22.8,6.6,1.65,1960,3.82,39.6734,-116.3604,3.5833
1.7207,42.7,5.2,1.48,1290,2.62,39.6327,-123.3481,2.8244
2.1128,23.4,4.63,1.31,694,3.34,35.0227,-122.5389,1.9914
2.5472,40.3,5.3,1.32,565,2.93,37.9328,-124.1746,2.6695
4.8164,10.9,5.7,1.94,356,2.89,40.9959,-118.2447,3.8233
4.065,41.3,6.04,1.9,1055,2.54,37.0144,-115.2553,4.086
5.1119,16.1,6.29,1.64,1256,4.0,41.4786,-117.4592,3.7461
6.4043,36.8,6.08,1.76,734,2.77,34.5374,-114.2832,4.6519
5.2072,31.6,6.38,1.84,974,3.42,33.2045,-123.6571,3.8408
9.0535,48.7,7.64,2.21,742,1.87,40.9688,-115.0894,5.0
6.3966,23.2,6.33,1.64,1429,3.71,40.553,-115.9965,4.4173
3.4699,8.1,5.23,1.71,2978,3.63,41.9296,-121.0947,3.008
2.7614,5.9,4.89,1.4,415,3.06,38.9542,-114.37,2.3047
3.5259,43.9,4.16,1.13,776,2.86,41.3985,-121.363,3.2992
5.3013,29.7,7.02,2.01,382,3.24,40.356,-115.2291,4.2262
2.9202,41.4,5.21,1.74,1377,4.37,40.5221,-115.3164,2.5305
5.3771,16.0,5.66,2.02,1766,1.94,37.9068,-116.5719,3.3521
5.0637,21.2,4.81,1.28,3424,3.47,36.1325,-118.5526,3.1147
2.1947,6.4,4.2,1.45,592,2.45,41.3783,-123.076,2.3514
6.3347,50.2,6.44,1.73,3800,2.99,36.6051,-118.8739,4.1946
4.475,36.4,5.78,1.77,278,2.85,37.6188,-120.6607,3.4419
8.8227,48.9,8.0,1.88,1309,2.74,36.7381,-116.2194,5.0
3.6621,17.5,3.59,1.03,271,2.99,37.8658,-116.5671,2.7041
3.1419,33.7,4.57,1.3,2891,2.32,36.9698,-115.0118,2.2753
2.0475,36.9,3.98,1.31,1106,3.62,32.9557,-124.1487,2.5439
2.0305,19.9,4.73,1.35,1528,1.92,40.8795,-116.0471,2.7203
5.9468,44.9,6.01,1.8,2338,3.32,36.7217,-114.7277,4.2353
8.3588,49.5,9.36,2.53,395,2.8,38.095,-116.2491,5.0
3.4997,46.6,3.57,1.3,247,2.3,33.8223,-122.972,3.7548
3.3804,39.7,6.08,1.96,2733,3.12,32.5322,-123.471,3.4816
3.8392,18.0,5.12,1.59,654,2.07,34.8303,-124.0874,3.1933
6.5595,18.2,7.62,1.84,366,3.02,39.1936,-117.8868,4.3764
2.2051,50.3,4.39,1.58,958,2.15,33.4423,-117.8773,2.9496
4.1902,5.5,6.43,1.69,1294,3.28,41.1344,-114.2335,2.8571
6.0166,38.7,6.3,1.9,238,2.45,34.5427,-120.24,3.6826
4.7858,38.2,4.99,1.73,586,2.73,34.4436,-120.9146,3.8932
0.7881,34.3,4.61,1.49,240,3.18,34.2243,-117.9309,1.4639
5.2206,51.5,6.04,1.48,854,2.54,32.6328,-115.8788,3.6786
4.8099,19.7,6.06,1.57,2906,2.97,39.8322,-114.7449,3.4137
7.2171,21.0,8.32,2.36,5065,2.09,40.8128,-116.1081,4.6045
8.0132,8.7,6.98,1.87,1416,3.38,38.3345,-119.9479,4.2987
7.0302,25.8,7.69,2.05,412,4.06,34.2879,-117.8239,4.5907
3.8501,17.3,4.84,1.58,3035,4.68,35.2101,-115.5657,3.0757
1.4754,21.1,3.78,1.36,1071,3.05,37.0213,-119.2958,1.5819
3.3676,44.2,5.08,1.56,400,3.47,41.5663,-122.0898,3.8286
3.7862,49.0,4.07,1.28,3257,1.93,34.8498,-122.5688,2.9019
8.3034,13.7,7.36,1.92,1900,3.9,39.4506,-124.2984,5.0
2.4544,22.5,5.55,1.74,1779,3.47,36.6748,-116.974,2.2804
1.7477,48.6,4.76,1.53,1682,2.71,35.3295,-123.1668,2.7081
2.9303,7.9,4.71,1.4,468,3.74,36.8312,-121.8128,1.8555
2.5259,9.3,4.71,1.6,484,2.85,33.1765,-121.2617,2.2836
1.6596,12.7,3.76,1.23,1599,2.73,40.0875,-118.5841,2.0542
3.5399,33.0,6.21,1.61,498,3.29,34.8114,-120.2408,3.1593
3.8643,12.1,5.16,1.42,893,2.36,39.3914,-117.4183,2.7768
1.6093,50.5,4.15,1.18,2028,3.61,33.1493,-123.7325,2.1949
3.1315,26.0,5.8,1.62,2039,2.37,41.5734,-123.0358,3.5007
2.4408,28.6,3.84,1.45,925,2.37,34.3336,-119.208,2.4788
1.2525,16.6,5.0,1.38,2085,2.45,40.886,-120.863,2.5789
3.9307,27.1,4.13,1.36,2389,3.46,40.19,-121.2827,3.0229
4.1362,36.1,6.79,1.76,1476,2.63,41.6947,-123.6163,3.6193
2.4411,40.3,4.17,1.29,511,2.19,37.04,-115.1637,2.9117
6.3056,40.4,6.59,1.59,584,2.64,39.4103,-117.2435,3.9527
3.7419,32.2,3.73,1.21,654,2.98,36.0218,-123.0595,2.7772
2.5029,47.5,4.14,1.3,349,2.29,34.2515,-123.6365,3.3395
1.5559,43.4,3.1,1.2,583,2.31,36.7092,-114.3563,1.7735
4.2525,40.6,5.07,1.55,482,4.27,34.0746,-117.352,2.7378
4.804,7.6,5.77,1.47,929,2.48,41.8294,-120.0419,4.1239
2.8437,5.3,5.47,1.76,3069,2.81,33.4143,-117.1423,1.7752
3.9964,15.0,5.56,1.64,332,2.78,38.0975,-116.5854,3.1023
8.013,36.2,8.05,2.14,1729,2.75,38.4514,-116.3444,5.0
5.7988,24.3,5.6,1.62,1595,3.37,37.6118,-119.4257,2.9821
1.0643,23.9,2.93,1.01,321,3.57,38.7908,-119.9152,1.7505
2.4875,46.6,5.93,1.72,3270,2.82,33.6037,-124.1875,3.1385
3.4496,47.1,4.48,1.47,1209,2.26,37.7727,-114.8491,3.2808
3.853,47.7,6.64,1.57,743,3.76,35.2285,-118.1463,3.8166
4.042,19.8,5.23,1.47,1895,2.94,41.4317,-122.2278,3.1733
4.6465,37.5,5.79,1.62,557,4.04,39.7397,-114.92,3.845
3.5107,17.8,5.96,1.73,1619,1.65,41.7389,-114.9677,2.7055
3.7371,14.0,6.26,1.93,249,3.12,32.8568,-114.2103,2.2733
5.9547,13.7,6.48,1.68,2395,4.15,35.2088,-115.3846,3.2684
4.2963,21.1,5.27,1.48,913,2.79,34.3565,-114.1226,2.5673
1.9413,25.2,4.12,1.25,1415,2.86,32.606,-121.8042,2.6074
3.9175,44.1,5.62,1.5,500,3.18,34.8021,-115.7091,2.8108
3.4547,10.6,5.79,1.61,1556,2.66,38.9484,-115.9051,2.8374
1.2475,39.5,3.75,1.37,1975,2.81,34.6953,-121.9444,2.0861
4.0236,30.0,5.91,1.52,969,2.8,37.3355,-123.2959,3.4445
2.0791,18.5,5.56,1.68,1354,2.62,40.9343,-114.3099,2.7353
6.0005,28.2,6.91,1.63,931,3.74,39.0907,-121.2805,4.1424
4.6122,19.1,6.02,1.62,2894,3.28,36.249,-115.4169,3.4666
1.8846,33.0,2.92,1.03,1027,3.15,36.0385,-124.2579,2.4134
5.8602,25.4,4.41,1.63,2413,3.49,36.8295,-124.0855,3.9617
7.2777,12.7,7.68,1.99,2139,2.84,34.1819,-119.5481,5.0
3.2346,10.5,4.86,1.14,834,2.54,38.523,-121.8651,2.2816
3.444,30.7,4.65,1.13,514,2.64,35.9595,-117.2636,3.4252
5.5663,47.4,6.53,1.81,825,3.0,40.5975,-118.5312,4.5723
6.9969,21.2,7.15,2.02,2300,2.36,39.6873,-123.5096,4.5477
1.4227,39.5,4.76,1.51,510,2.7,38.2999,-122.6412,3.0217
2.0029,36.0,4.27,1.38,1092,2.69,35.9599,-120.3419,1.8364
2.9606,48.8,4.18,1.51,2168,4.27,34.4944,-122.4068,2.8291
3.1335,43.6,5.67,1.55,723,1.34,39.8734,-116.2193,2.7692
5.4839,31.6,6.12,1.86,1433,2.89,37.1209,-120.0561,4.1481
7.0157,35.9,7.63,1.78,538,4.04,34.6351,-123.347,4.4675
7.2881,47.2,6.99,1.76,339,3.07,34.3542,-119.3597,5.0
1.4049,23.8,3.32,0.89,2098,3.45,34.0713,-123.3735,1.9352
2.3664,20.4,4.49,1.36,325,3.06,39.883,-122.9848,2.411
1.8394,5.5,4.11,1.32,580,2.6,34.6754,-121.856,2.1181
2.6738,43.8,4.99,1.51,2518,1.65,37.5031,-115.5328,2.7395
2.3612,42.6,4.2,1.35,710,3.12,36.7897,-114.869,2.1918
4.605,9.9,4.29,1.22,4536,2.53,38.0063,-115.8722,4.0199
4.8943,32.1,5.59,1.59,4879,2.52,40.833,-120.8924,3.6096
3.7126,26.8,5.86,1.45,575,2.7,40.7436,-121.521,2.5528
3.5299,10.6,4.88,1.68,250,4.05,36.7852,-118.6986,2.4127
3.0283,51.1,4.62,1.38,1665,4.44,32.646,-116.9371,2.4753
